被试ID:130123xx,,,,,,
被试姓名:Test,,,,,,
被试性别:男,,,,,,
被试生日:2026/4/15,,,,,,
设备ID:,,,,,,
采样率:100,,,,,,
数据单位:,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Index,1,2,3,4,5,6
3429,3009898,5141115,3818431,3187481,4712873,4916976
3430,3012879,5141066,3818237,3190579,4718409,4919142
3431,3017137,5140193,3818649,3187164,4723206,4923061
3432,3012128,5137450,3818649,3174240,4723206,4925641
3433,3008070,5133325,3821216,3153438,4722985,4927831
3434,3012579,5131068,3824291,3139806,4720352,4926031
3435,3012579,5128738,3825477,3139806,4716121,4925398
3436,3019066,5127840,3826833,3132466,4714275,4918948
3437,3029861,5128350,3826010,3131222,4710068,4913252
3438,3036574,5128350,3822112,3137026,4708076,4905804
3439,3038077,5131043,3817729,3148707,4711126,4899719
3440,3049999,5134077,3812692,3167094,4712824,4899719
3441,3054158,5140096,3809230,3182970,4712479,4891175
3442,3059292,5144974,3805742,3192871,4711175,4884968
3443,3065629,5152182,3805742,3195675,4711175,4876693
3444,3073569,5159389,3802595,3191944,4708961,4874746
3445,3076425,5169461,3800222,3189579,4707116,4873358
3446,3076425,5180673,3796251,3189579,4705025,4871703
3447,3082086,5191400,3794435,3190847,4704188,4870681
3448,3090852,5200646,3795621,3197846,4702269,4870535
3449,3104803,5200646,3801868,3205527,4700424,4870194
3450,3119857,5208242,3809762,3215136,4698973,4872263
3451,3124365,5214528,3818939,3224012,4697374,4872263
3452,3145406,5230254,3829763,3234205,4694200,4867346
3453,3177842,5232390,3842548,3243765,4694200,4867322
3454,3184179,5229502,3842548,3255129,4690559,4866616
3455,3197830,5221129,3852863,3261518,4686696,4866689
3456,3218419,5202588,3856471,3266713,4684506,4865983
3457,3218419,5181595,3860369,3266713,4684433,4866081
3458,3234700,5171548,3861338,3271370,4683990,4874162
3459,3235602,5160530,3852717,3277345,4683547,4873382
3460,3229415,5160530,3842209,3281954,4681923,4878421
3461,3252333,5152837,3835647,3285856,4679094,4878421
3462,3286849,5146309,3830780,3287563,4675305,4877326
3463,3323318,5145799,3823661,3286880,4669745,4877788
3464,3361866,5146478,3813225,3285173,4669745,4876522
3465,3398010,5149439,3813225,3282734,4665070,4873602
3466,3433352,5147716,3793176,3282198,4661454,4867638
3467,3478337,5144391,3773151,3282198,4658231,4868709
3468,3478337,5138445,3763586,3282051,4653901,4861699
3469,3506641,5131529,3750438,3281515,4651367,4841059
3470,3527405,5125024,3736225,3279515,4648833,4809514
3471,3528532,5125024,3729154,3277833,4647553,4768574
3472,3525051,5122209,3733513,3276613,4646397,4768574
3473,3518789,5119661,3742060,3276613,4645733,4724931
3474,3501106,5116021,3749615,3276833,4647922,4679512
3475,3480992,5112041,3757218,3277150,4647922,4629882
3476,3463559,5105974,3757218,3276759,4651933,4583758
3477,3450234,5099178,3763489,3275833,4656460,4534858
3478,3441943,5091510,3763852,3275833,4662758,4483719
3479,3441943,5083501,3762739,3274492,4673042,4435696
3480,3428543,5074570,3763562,3273980,4683694,4399307
3481,3406776,5064814,3765160,3274053,4691641,4382659
3482,3386513,5064814,3767727,3275101,4697570,4378740
3483,3363870,5053820,3771480,3277125,4702909,4378740
3484,3334589,5041661,3777243,3279101,4706575,4388135
3485,3307939,5028896,3781674,3280174,4706575,4400938
3486,3283317,5013170,3784507,3280954,4706821,4409530
3487,3260474,4998900,3787606,3280564,4710290,4422260
3488,3241563,4983902,3787606,3280564,4716194,4437254
3489,3228688,4970991,3793708,3281344,4725396,4451566
3490,3228688,4958250,3800730,3280540,4736393,4463809
3491,3212157,4947038,3807462,3281222,4747193,4476223
3492,3191543,4939004,3810876,3282466,4759372,4492555
3493,3170078,4939004,3812038,3282881,4794455,4514437
3494,3142024,4928690,3812765,3283539,4815687,4514437
3495,3108410,4915901,3812910,3281174,4829858,4536440
3496,3075498,4904495,3814581,3275101,4829858,4553649
3497,3048396,4893719,3814145,3270736,4832121,4565722
3498,3024777,4884012,3812111,3264810,4832736,4571515
3499,3006767,4877022,3812111,3264810,4836131,4575847
3500,2993292,4869911,3809569,3254080,4839773,4579352
3501,2993292,4867460,3808430,3246667,4840363,4582590
3502,2985026,4871343,3806034,3242814,4843537,4587141
3503,2977737,4880153,3803128,3246009,4845726,4591035
3504,2969897,4880153,3799931,3247277,4843266,4596244
3505,2961807,4897650,3796662,3243350,4843316,4596244
3506,2951362,4910222,3794217,3235961,4843143,4602914
3507,2942470,4925341,3791892,3225817,4843143,4605956
3508,2932627,4941092,3789858,3212745,4845652,4605640
3509,2917473,4956357,3786783,3202918,4847178,4601818
3510,2904573,4972496,3786783,3202918,4847276,4597754
3511,2895607,4984533,3784556,3198260,4847276,4587214
3512,2895607,4993391,3781601,3203089,4847055,4573584
3513,2884535,5000817,3776831,3211258,4847842,4558079
3514,2881455,5003511,3770197,3219867,4849269,4532814
3515,2867979,5003511,3765838,3225939,4850795,4532814
3516,2861241,5003584,3763369,3229304,4853894,4501609
3517,2854278,5003341,3762787,3230694,4853894,4466584
3518,2850045,5003657,3761770,3232888,4857167,4441659
3519,2846063,5007443,3761940,3235400,4856158,4431120
3520,2861767,5010185,3760535,3235400,4855985,4435988
3521,2848693,5013049,3760535,3241229,4850696,4436110
3522,2847941,5016689,3757605,3251203,4845948,4438982
3523,2847941,5016106,3753295,3257494,4841913,4445578
3524,2834566,5044574,3749663,3263786,4834360,4455679
3525,2822468,5078404,3747993,3270541,4829243,4468848
3526,2785147,5078404,3745934,3276345,4821838,4468848
3527,2751308,5108425,3742254,3280661,4812021,4482064
3528,2737582,5130437,3740244,3284075,4812021,4490364
3529,2738108,5144683,3742133,3287343,4800163,4503995
3530,2770870,5158976,3750366,3292026,4787763,4521350
3531,2809969,5164146,3755039,3292026,4773690,4545081
3532,2837346,5165117,3755039,3297098,4757059,4572148
3533,2837346,5172349,3755620,3302950,4738361,4604958
3534,2865850,5176256,3746976,3307681,4716539,4637988
3535,2897760,5176572,3745450,3310803,4694938,4664008
3536,2920454,5170892,3746370,3309510,4671762,4684697
3537,2933654,5170892,3744917,3306828,4648464,4684697
3538,2943923,5165796,3742520,3303097,4623640,4699423
3539,2957073,5163030,3745813,3299951,4623640,4681095
3540,2973805,5159511,3747072,3296732,4597709,4690198
3541,2991113,5155045,3758138,3296732,4574927,4715025
3542,3008145,5150434,3767872,3292733,4556229,4738927
3543,3027357,5148929,3763029,3288563,4543829,4759494
3544,3027357,5146721,3763029,3284880,4542846,4767721
3545,3038978,5148541,3753005,3282174,4550989,4770618
3546,3044439,5150604,3745281,3278735,4557213,4782496
3547,3050125,5152084,3740365,3274858,4576403,4798098
3548,3063150,5152084,3738791,3268566,4607009,4798098
3549,3078353,5153347,3738404,3263762,4646127,4814017
3550,3088097,5153007,3742689,3260957,4646127,4826819
3551,3094659,5151526,3746418,3259567,4690165,4839379
3552,3093933,5150191,3746540,3259567,4730095,4851598
3553,3091904,5149706,3745813,3257616,4760823,4861699
3554,3092054,5149730,3745716,3256982,4782277,4870900
3555,3092054,5152351,3745716,3257763,4795242,4878811
3556,3093056,5153613,3746540,3259031,4801343,4885869
3557,3094935,5154924,3753465,3258811,4801639,4892514
3558,3092280,5158006,3761407,3257324,4798342,4899889
3559,3084740,5158006,3766637,3253008,4791921,4899889
3560,3078453,5160821,3769906,3245570,4791921,4907726
3561,3069612,5162277,3775790,3233791,4780997,4914737
3562,3061446,5160870,3779737,3233791,4771328,4918972
3563,3053982,5158418,3786977,3227987,4764046,4923305
3564,3048872,5156259,3792352,3227670,4760725,4921795
3565,3043137,5153492,3796662,3229670,4825577,4919580
3566,3043137,5150847,3796662,3224914,4873060,4916781
3567,3034470,5148444,3800488,3210283,4894095,4914517
3568,3023098,5145847,3806009,3191969,4892815,4912035
3569,3015985,5143081,3810513,3161047,4882163,4912035
3570,3010800,5143081,3816058,3151414,4873281,4905463
3571,3011026,5139635,3821506,3158974,4873281,4898575
3572,3012378,5135727,3823346,3175118,4864474,4893585
3573,3025152,5132451,3825114,3175118,4855494,4888400
3574,3030488,5131141,3827317,3192944,4849613,4886551
3575,3037175,5131141,3829303,3208624,4843118,4882729
3576,3046743,5134951,3830877,3214184,4833179,4878153
3577,3046743,5139998,3830877,3200211,4824273,4873382
3578,3053506,5143785,3832572,3177703,4816917,4868563
3579,3058816,5150556,3834557,3156876,4809930,4862965
3580,3061296,5158346,3835502,3143391,4805059,4862965
3581,3061471,5158346,3836155,3135563,4800433,4858705
3582,3057639,5165481,3836882,3134904,4800433,4854105
3583,3054007,5172762,3838383,3141952,4794652,4850162
3584,3045566,5178659,3839037,3141952,4789411,4845050
3585,3038828,5182542,3841047,3153707,4784909,4841983
3586,3047670,5184580,3843904,3161242,4782646,4840012
3587,3060670,5184750,3846083,3169338,4782473,4835509
3588,3060670,5184022,3846083,3171826,4783876,4831736
3589,3067307,5177761,3852790,3170362,4784491,4826211
3590,3068409,5167665,3861653,3172240,4783753,4820929
3591,3053456,5158152,3871411,3177215,4780604,4820929
3592,3048021,5158152,3878070,3181775,4780604,4817789
3593,3082361,5154268,3884753,3188140,4777085,4815161
3594,3101522,5150507,3887417,3188140,4771304,4812313
3595,3093958,5145702,3884946,3192968,4765818,4811509
3596,3129225,5159292,3878627,3201528,4760971,4813165
3597,3260424,5146867,3872089,3215916,4758338,4811972
3598,3270568,5141212,3863469,3228914,4756469,4831250
3599,3270568,5132767,3863469,3238156,4756469,4827501
3600,3229289,5120195,3856568,3244497,4755337,4828280
3601,3209928,5108643,3854388,3248789,4751966,4829327
3602,3237030,5104711,3853735,3253324,4748768,4829327
3603,3256316,5104711,3853202,3258397,4748768,4841278
3604,3270443,5109250,3847100,3260543,4742322,4842544
3605,3272497,5113473,3848408,3260543,4733908,4832661
3606,3277131,5119637,3846713,3263567,4724387,4810341
3607,3292810,5122428,3842088,3264542,4714768,4816645
3608,3302203,5126894,3834194,3264688,4706378,4795055
3609,3311946,5127622,3823080,3265176,4698973,4774707
3610,3311946,5126408,3809109,3264176,4693068,4738927
3611,3322867,5116895,3809109,3262494,4686696,4690198
3612,3336844,5106774,3798576,3259811,4681997,4690198
3613,3346712,5097091,3790125,3259226,4677741,4638621
3614,3352348,5097091,3788672,3258397,4677741,4618005
3615,3355404,5089034,3789108,3258397,4675600,4594078
3616,3357633,5087238,3787655,3255080,4674419,4572415
3617,3367001,5087166,3780948,3250276,4672746,4557909
3618,3380476,5087627,3776444,3242814,4672058,4552383
3619,3393651,5086316,3771964,3236790,4671221,4553235
3620,3400114,5084520,3769591,3229694,4671098,4541649
3621,3400114,5081947,3769301,3228889,4672501,4525998
3622,3400765,5081365,3769301,3228548,4674567,4515995
3623,3404572,5075322,3771770,3230840,4677495,4515995
3624,3413088,5066756,3776202,3233718,4677495,4513755
3625,3423433,5066756,3783878,3234620,4677593,4518039
3626,3432751,5061198,3791626,3234620,4675403,4525439
3627,3446051,5054378,3796299,3232279,4677175,4532473
3628,3459977,5044889,3798188,3231523,4681554,4539312
3629,3473077,5035279,3801311,3231962,4689058,4546834
3630,3492689,5021931,3805283,3234035,4697767,4559077
3631,3509822,5008947,3810997,3235742,4707928,4569592
3632,3509822,4996522,3817802,3237181,4716637,4576359
3633,3520417,4981062,3817802,3236254,4736122,4579303
3634,3530110,4967593,3823419,3232279,4757379,4579303
3635,3535521,4954003,3828431,3223817,4757379,4583636
3636,3535070,4954003,3831869,3223817,4765178,4586240
3637,3531338,4940874,3833565,3215209,4767072,4585900
3638,3527180,4926336,3834654,3207356,4760700,4582565
3639,3516109,4912722,3839327,3202089,4759323,4578598
3640,3511700,4897044,3839012,3200431,4760872,4574679
3641,3504938,4882920,3839279,3204113,4759617,4572440
3642,3496321,4871999,3841337,3214111,4753713,4576042
3643,3496321,4859330,3841507,3225524,4757650,4579669
3644,3485926,4848070,3841507,3230523,4765375,4583734
3645,3474004,4840182,3837657,3231084,4770984,4583734
3646,3458324,4834916,3832717,3225743,4770984,4590476
3647,3441918,4831567,3829061,3225743,4774133,4596342
3648,3422757,4831567,3825405,3216769,4776421,4601259
3649,3400815,4828145,3821821,3208210,4781120,4605031
3650,3373238,4824214,3816591,3199772,4785229,4607417
3651,3344233,4823995,3810489,3193286,4785967,4608634
3652,3314101,4823437,3805961,3194358,4783458,4598435
3653,3287675,4824650,3798890,3197090,4781047,4583174
3654,3287675,4825257,3791916,3201260,4782670,4576845
3655,3263229,4826398,3791916,3205284,4790469,4584829
3656,3240160,4831907,3784919,3209063,4790469,4584829
3657,3216741,4840085,3781916,3209063,4805133,4600260
3658,3187886,4849307,3781747,3212624,4816917,4614987
3659,3157904,4849307,3785694,3217184,4825110,4623481
3660,3130452,4857801,3789108,3223817,4824076,4634337
3661,3079931,4865568,3792014,3230279,4821124,4648405
3662,3043938,4875056,3793999,3238839,4815146,4661306
3663,3047745,4892312,3797752,3248008,4807002,4677200
3664,3008270,4929831,3802014,3257031,4796201,4692242
3665,3008270,4987979,3804774,3264030,4782301,4703707
3666,3028108,5053675,3807171,3270687,4765498,4703707
3667,3010725,5126820,3807171,3276857,4765498,4713905
3668,3009197,5178440,3811602,3276857,4749137,4719114
3669,3009473,5201763,3817922,3281174,4730808,4719187
3670,2998051,5201763,3824678,3284344,4712898,4717654
3671,2989735,5210208,3828674,3286660,4696389,4711204
3672,2981019,5214576,3830102,3289367,4677864,4699690
3673,2979516,5222221,3832886,3291733,4656410,4667221
3674,2993467,5220280,3835526,3294415,4631931,4613794
3675,3011902,5209965,3847439,3296342,4609272,4584196
3676,3011902,5195307,3856568,3297610,4590303,4581738
3677,3025303,5177130,3854752,3295830,4567694,4581738
3678,3031239,5158418,3854752,3292440,4567694,4583685
3679,3032742,5144294,3848820,3292440,4551850,4588918
3680,3032892,5133252,3843371,3287027,4537531,4622143
3681,3036173,5133252,3852887,3280637,4534677,4664495
3682,3045491,5125631,3851434,3272126,4540410,4702587
3683,3063324,5119661,3836180,3266639,4554039,4739000
3684,3089875,5117574,3817850,3263884,4574582,4781839
3685,3100019,5118375,3802038,3264688,4597758,4819152
3686,3115900,5119030,3794532,3269395,4616677,4845270
3687,3115900,5121021,3790779,3275077,4637319,4874064
3688,3135061,5124758,3784725,3281978,4637319,4874064
3689,3162363,5126384,3784725,3281978,4649423,4898526
3690,3185306,5130461,3776613,3289587,4652745,4918339
3691,3196102,5132621,3770463,3296049,4656213,4934038
3692,3191719,5132621,3769059,3300487,4661774,4948496
3693,3176815,5133130,3770003,3302731,4664751,4959741
3694,3173584,5135266,3768792,3304389,4661675,4970159
3695,3170127,5137814,3769059,3305170,4656558,4979506
3696,3163390,5139998,3770972,3305072,4650235,4989558
3697,3154923,5141722,3776008,3303950,4644429,4998662
3698,3154923,5145653,3780682,3302902,4641673,5007254
3699,3147334,5149099,3786710,3304999,4641673,5007254
3700,3139219,5149633,3786710,3304999,4637639,5015895
3701,3130427,5149949,3790052,3306877,4634391,5021590
3702,3114873,5151502,3793563,3299780,4631217,5028284
3703,3093156,5151502,3799278,3286149,4653778,5033103
3704,3071691,5150556,3804145,3275345,4690903,5035148
3705,3056963,5147958,3807413,3269663,4720254,5039870
3706,3059217,5144852,3811118,3253471,4747882,5042353
3707,3070338,5141309,3812304,3212575,4750638,5043497
3708,3099418,5137038,3814096,3179239,4756247,5042669
3709,3099418,5135412,3815743,3157999,4757477,5041452
3710,3120909,5135266,3816494,3157999,4757477,5041452
3711,3146082,5136965,3816494,3149634,4756346,5037752
3712,3184179,5137572,3816542,3140367,4757305,5032860
3713,3209126,5139149,3818237,3137879,4757502,5026264
3714,3225508,5139149,3819739,3146147,4758535,5021250
3715,3217818,5138470,3820247,3146902,4756813,5016601
3716,3213285,5138373,3820199,3139513,4754746,5010783
3717,3211957,5141091,3821288,3133368,4751548,5004260
3718,3203015,5142037,3821046,3126808,4748128,4996277
3719,3199633,5145872,3825017,3118688,4745324,4986905
3720,3199633,5149026,3827850,3116639,4745324,4986905
3721,3201011,5149560,3832862,3116639,4743503,4974102
3722,3199183,5147886,3832862,3122712,4741043,4958305
3723,3183728,5144488,3839691,3132368,4740625,4943239
3724,3154698,5139635,3846398,3140025,4740870,4926347
3725,3121134,5139635,3853953,3140660,4740821,4912789
3726,3136013,5134611,3858989,3138318,4742150,4899889
3727,3153922,5129806,3862912,3139611,4741929,4888644
3728,3172332,5125122,3866302,3143903,4741289,4887719
3729,3198807,5117987,3868893,3152292,4740895,4885577
3730,3193522,5110633,3870539,3159900,4740649,4883070
3731,3193522,5102867,3871605,3164778,4740649,4883070
3732,3199058,5095756,3871411,3164778,4741166,4878883
3733,3245170,5097431,3871047,3167070,4739813,4875597
3734,3311095,5112526,3871047,3172679,4740182,4874746
3735,3355604,5096218,3870345,3178556,4740256,4878104
3736,3359612,5096218,3868844,3188457,4741707,4876790
3737,3370758,5079691,3864994,3198675,4741830,4867784
3738,3394503,5064790,3860103,3209624,4742519,4890494
3739,3425337,5050835,3855769,3218233,4742618,4882753
3740,3463509,5036662,3852355,3225134,4741929,4873382
3741,3496271,5032318,3839836,3232328,4740453,4877496
3742,3496271,5037074,3825840,3232328,4740453,4877496
3743,3516710,5053917,3811336,3238497,4739345,4862989
3744,3533441,5066683,3805719,3243424,4738435,4845318
3745,3546316,5074740,3805719,3247277,4736172,4816767
3746,3556861,5078647,3799084,3249764,4734277,4792524
3747,3567657,5078647,3793636,3250569,4732014,4774853
3748,3575922,5083549,3785766,3250861,4730907,4750829
3749,3588020,5087068,3784047,3250715,4729357,4724955
3750,3599192,5088112,3777146,3250301,4729258,4701151
